LinearVel.X,LinearVel.Y,LinearAcc.X,LinearAcc.Y,AngularVel.Z,AngularAcc.Z,VelMulDelta.X,VelMulDelta.Y, Angvelmuldelta.Z,GTruthPosDiff.X,GTruthPosDiff.Y,GTruthRotDiff.Z,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.169784,-0.667647,0.000000,
-0.669662,-0.141050,-6.696617,-1.410498,0.000000,0.000000,-0.066966,-0.014105,0.000000,-7.514072,-1.582678,0.000000,
-1.309335,-0.275783,-6.396738,-1.347335,0.000000,0.000000,-0.130934,-0.027578,0.000000,-23.039654,-4.852808,0.000000,
-2.430793,-0.511994,-11.214571,-2.362108,0.000000,0.000000,-0.243079,-0.051199,0.000000,-22.118728,-4.642811,-0.026180,
-3.161068,-0.657084,-7.302757,-1.450894,-0.261799,-2.617994,-0.316107,-0.065708,-0.026180,-39.162447,-7.045958,-0.104720,
-4.211337,-0.655519,-10.502686,0.015643,-1.047198,-7.853982,-0.421134,-0.065552,-0.104720,-47.238488,-5.201473,6.187192,
-5.212474,-0.415927,-10.011367,2.395924,61.871919,629.191153,-0.521247,-0.041593,6.187192,-54.320529,0.227721,-0.095993,
-6.163922,0.110577,-9.514486,5.265035,-0.959931,-628.318488,-0.616392,0.011058,-0.095993,-71.730914,4.698013,-0.043633,
-7.174178,0.669275,-10.102558,5.586981,-0.436332,5.235988,-0.717418,0.066927,-0.043633,-73.871062,10.549427,0.000000,
-8.082500,1.125643,-9.083221,4.563683,0.000000,4.363323,-0.808250,0.112564,0.000000,-85.952814,12.594094,0.000000,
-9.051741,1.360510,-9.692406,2.348673,0.000000,0.000000,-0.905174,0.136051,0.000000,-98.963259,15.220604,0.000000,
-10.058822,1.565312,-10.070814,2.048014,0.000000,0.000000,-1.005882,0.156531,0.000000,-108.841322,17.112944,0.000000,
-11.064890,1.749147,-10.060680,1.838354,0.000000,0.000000,-1.106489,0.174915,0.000000,-112.552879,17.876086,0.000000,
-12.018500,1.913413,-9.536094,1.642662,0.000000,0.000000,-1.201850,0.191341,0.000000,-125.383287,19.709463,0.052360,
-13.015592,1.968424,-9.970928,0.550110,0.523599,5.235988,-1.301559,0.196842,0.052360,-142.167889,17.488184,0.104720,
-14.111525,1.386787,-10.959330,-5.816370,1.047198,5.235988,-1.411153,0.138679,0.104720,-137.337307,5.196858,-6.187192,
-15.065426,0.194242,-9.539010,-11.925450,-61.871919,-629.191153,-1.506543,0.019424,-6.187192,-171.098006,-9.406323,0.104720,
-16.014375,-1.493137,-9.489485,-16.873792,1.047198,629.191153,-1.601438,-0.149314,0.104720,-158.480222,-24.240141,0.131646,
-16.688582,-3.125773,-6.742069,-16.326360,1.316465,2.692673,-1.668858,-0.312577,0.131646,-167.793853,-50.193646,0.490260,
-16.160646,-6.613870,5.279363,-34.880966,4.902599,35.861345,-1.616065,-0.661387,0.490260,-132.810423,-101.131303,0.677129,
-11.931989,-11.814249,42.286568,-52.003794,6.771285,18.686860,-1.193199,-1.181425,0.677129,-56.021970,-140.896425,0.719948,
-3.278695,-14.362178,86.532937,-25.479286,7.199483,4.281974,-0.327870,-1.436218,0.719948,40.085319,-133.032683,0.785398,
5.661407,-10.659891,89.401020,37.022861,7.853982,6.544989,0.566141,-1.065989,0.785398,93.320418,-54.734384,0.296706,
9.639892,-4.169040,39.784853,64.908514,2.967060,-48.869221,0.963989,-0.416904,0.296706,107.767492,-12.564230,0.000000,
10.866041,-0.633774,12.261481,35.352658,0.000000,-29.670595,1.086604,-0.063377,0.000000,107.830138,5.527368,0.000000,
11.706375,0.840031,8.403346,14.738046,0.000000,0.000000,1.170638,0.084003,0.000000,126.921173,12.872080,0.000000,
12.667512,1.488479,9.611370,6.484482,0.000000,0.000000,1.266751,0.148848,0.000000,127.997053,19.690601,-0.034907,
13.588959,1.915362,9.214469,4.268834,-0.349066,-3.490658,1.358896,0.191536,-0.034907,146.142452,17.801002,-0.104720,
14.659831,1.499159,10.708715,-4.162029,-1.047198,-6.981317,1.465983,0.149916,-0.104720,159.004626,7.225880,-0.095993,
15.724932,0.260018,10.651017,-12.391412,-0.959931,0.872665,1.572493,0.026002,-0.095993,153.507441,-5.579710,-0.095993,
16.572787,-1.139752,8.478551,-13.997704,-0.959931,0.000000,1.657279,-0.113975,-0.095993,164.068772,-18.718324,-0.095993,
17.319276,-2.535869,7.464889,-13.961162,-0.959931,0.000000,1.731928,-0.253587,-0.095993,185.069592,-41.849918,-0.104720,
17.897198,-4.532899,5.779218,-19.970304,-1.047198,-0.872665,1.789720,-0.453290,-0.104720,174.063416,-58.360229,-0.095993,
18.207807,-6.521430,3.106083,-19.885308,-0.959931,0.872665,1.820781,-0.652143,-0.095993,189.749086,-84.951149,-0.104720,
18.290953,-8.767194,0.831465,-22.457644,-1.047198,-0.872665,1.829095,-0.876719,-0.104720,170.789705,-98.025416,-0.095993,
18.087813,-10.921224,-2.031403,-21.540293,-0.959931,0.872665,1.808781,-1.092122,-0.095993,189.860168,-135.964058,-0.104720,
17.585549,-13.366764,-5.022636,-24.455402,-1.047198,-0.872665,1.758555,-1.336676,-0.104720,156.879485,-138.606305,-0.087266,
16.876614,-15.500605,-7.089354,-21.338414,-0.872665,1.745330,1.687661,-1.550061,-0.087266,157.287038,-174.219085,-0.385123,
14.578828,-18.474778,-22.977854,-29.741731,-3.851227,-29.785628,1.457883,-1.847478,-0.385123,104.279098,-221.805673,-0.606437,
-4.141754,-20.278170,-111.595868,15.624367,-6.539924,-4.755497,-0.414175,-2.027817,-0.653992,-110.748968,-154.284984,5.628687,
-13.030467,-11.434163,-88.887122,88.440064,56.286868,628.267913,-1.303047,-1.143416,5.628687,-143.670276,-61.310218,0.000000,
-17.079357,-2.339128,-12.652947,24.507801,0.000000,0.000000,-1.707936,-0.233913,0.000000,-184.847584,-4.558142,0.000000,
-18.187866,-0.686856,-11.085088,16.522725,0.000000,0.000000,-1.818787,-0.068686,0.000000,-193.513077,-0.091441,0.000000,
-19.219238,-0.036815,-10.313718,6.500410,0.000000,0.000000,-1.921924,-0.003681,0.000000,-191.318628,1.042874,0.000000,
-20.183165,0.187676,-9.639268,2.244914,0.000000,0.000000,-2.018317,0.018768,0.000000,-200.984141,5.929035,-0.069813,
-21.135442,0.665573,-9.522775,4.778967,-0.698132,-6.981317,-2.113544,0.066557,-0.069813,-212.384535,15.755568,-0.095993,
-21.976278,2.149092,-8.408356,14.835185,-0.959931,-2.617994,-2.197628,0.214909,-0.095993,-227.176681,34.440132,-0.104720,
-22.621470,4.215514,-6.451915,20.664226,-1.047198,-0.872665,-2.262147,0.421551,-0.104720,-237.333928,59.410532,-0.104720,
-22.982109,6.687633,-3.606396,24.721189,-1.047198,0.000000,-2.298211,0.668763,-0.104720,-221.421274,79.211956,-0.117810,
-23.017597,9.177858,-0.354882,24.902249,-1.178097,-1.308997,-2.301760,0.917786,-0.117810,-221.757433,113.056530,-0.442804,
-21.351961,13.307798,16.656365,41.299394,-4.428036,-32.499391,-2.135196,1.330780,-0.442804,-176.112785,186.506022,-0.694883,
-13.714608,19.483897,76.373524,61.760995,-6.948825,-25.207885,-1.371461,1.948390,-0.694883,-47.460902,206.400171,-0.719948,
-1.790274,20.766487,119.243344,12.825893,-7.199483,-2.506578,-0.179027,2.076649,-0.719948,82.028595,180.302404,-0.589049,
9.601261,13.944858,113.915346,-68.216286,-5.890486,13.089966,0.960126,1.394486,-0.589049,138.047276,82.498928,0.000000,
14.140032,8.005486,45.387709,-59.393718,0.000000,58.904861,1.414003,0.800549,0.000000,157.805853,52.913731,0.000000,
17.396406,4.098799,13.044170,-11.006294,0.000000,0.000000,1.739641,0.409880,0.000000,178.237362,36.600286,0.000000,
18.478085,3.728048,10.816788,-3.707515,0.000000,0.000000,1.847808,0.372805,0.000000,195.393628,38.815927,0.061087,
19.474931,3.954890,9.968462,2.268426,0.610865,6.108652,1.947493,0.395489,0.061087,188.297983,42.980313,0.095993,
20.166054,5.043281,6.911235,10.883907,0.959931,3.490658,2.016605,0.504328,0.095993,214.072098,67.316321,0.167869,
20.561691,7.110485,3.956367,20.672040,1.678687,7.187559,2.056169,0.711049,0.167869,186.273204,92.012308,0.500656,
18.813748,11.466649,-17.479427,43.561635,5.006555,33.278682,1.881375,1.146665,0.500656,149.683621,168.879818,0.743604,
10.790022,17.463289,-80.237263,59.966402,7.436042,24.294864,1.079002,1.746329,0.743604,24.974917,173.748003,0.719948,
-0.571667,17.541464,-113.616889,0.781748,7.199483,-2.365589,-0.057167,1.754146,0.719948,-81.527309,141.580070,0.493056,
-9.700872,10.699727,-91.292042,-68.417364,4.930555,-22.689276,-0.970087,1.069973,0.493056,-115.500105,65.505963,0.000000,
-12.825261,6.194299,-31.243893,-45.054278,0.000000,-49.305551,-1.282526,0.619430,0.000000,-137.484175,45.553374,0.000000,
-14.419807,4.232818,-15.945456,-19.614812,0.000000,0.000000,-1.441981,0.423282,0.000000,-159.108985,38.058481,0.000000,
-15.659142,3.484483,-12.393350,-7.483354,0.000000,0.000000,-1.565914,0.348448,0.000000,-156.402507,32.724829,0.000000,
-16.663265,3.366430,-10.041234,-1.180524,0.000000,0.000000,-1.666327,0.336643,0.000000,-167.964448,32.763885,0.000000,
-17.651444,3.379750,-9.881787,0.133193,0.000000,0.000000,-1.765144,0.337975,0.000000,-188.817741,30.588157,0.104720,
-18.767023,2.874328,-11.155789,-5.054213,1.047198,10.471975,-1.876702,0.287433,0.104720,-203.444370,20.219874,-6.178465,
-19.919583,1.462313,-11.525607,-14.120158,-61.784653,-628.318494,-1.991958,0.146231,-6.178465,-207.887307,2.291500,0.131818,
-20.903205,-0.364187,-9.836218,-18.264994,1.318175,631.028268,-2.090321,-0.036419,0.131818,-204.214543,-29.482492,0.496239,
-20.620581,-5.143656,2.826239,-47.794689,4.962395,36.442197,-2.062058,-0.514366,0.496239,-174.677937,-95.171229,0.674436,
-15.493223,-12.632589,51.273587,-74.889331,6.744360,17.819654,-1.549322,-1.263259,0.674436,-104.067750,-147.197700,0.719948,
-6.880407,-16.031181,86.128152,-33.985919,7.199483,4.551226,-0.688041,-1.603118,0.719948,19.148540,-162.939161,0.785398,
3.999068,-13.623456,108.794748,24.077254,7.853982,6.544989,0.399907,-1.362346,0.785398,94.942282,-96.155954,0.000000,
9.726560,-8.825246,57.274917,47.982096,0.000000,-78.539816,0.972656,-0.882525,0.000000,125.377240,-63.080248,0.000000,
12.262508,-6.169272,25.359487,26.559742,0.000000,0.000000,1.226251,-0.616927,0.000000,131.367502,-50.453113,0.000000,
13.672003,-5.254714,14.094950,9.145582,0.000000,0.000000,1.367200,-0.525471,0.000000,143.385615,-48.804748,0.000000,
14.803505,-5.017997,11.315021,2.367163,0.000000,0.000000,1.480351,-0.501800,0.000000,147.940778,-48.888532,0.000000,
15.773571,-5.143056,9.700656,-1.250587,0.000000,0.000000,1.577357,-0.514306,0.000000,170.963659,-54.980189,0.000000,
16.799660,-5.361571,10.260894,-2.185154,0.000000,0.000000,1.679966,-0.536157,0.000000,160.756029,-50.987738,0.000000,
17.698939,-5.594416,8.992788,-2.328445,0.000000,0.000000,1.769894,-0.559442,0.000000,190.786994,-58.056794,0.000000,
18.705498,-5.861545,10.065591,-2.671290,0.000000,0.000000,1.870550,-0.586154,0.000000,198.590447,-62.234449,-0.017453,
19.682696,-6.185545,9.771981,-3.239996,-0.174533,-1.745329,1.968270,-0.618554,-0.017453,194.187251,-64.208011,-0.087266,
20.388178,-7.076286,7.054811,-8.907417,-0.872665,-6.981317,2.038818,-0.707629,-0.087266,207.474594,-83.850755,-0.104720,
20.681402,-8.942029,2.932240,-18.657426,-1.047198,-1.745330,2.068140,-0.894203,-0.104720,207.164203,-104.923293,-0.104720,
20.585194,-11.212828,-0.962071,-22.707994,-1.047198,0.000000,2.058519,-1.121283,-0.104720,193.680888,-122.773306,-0.191986,
20.017609,-13.708946,-5.675858,-24.961174,-1.919863,-8.726652,2.001761,-1.370895,-0.191986,177.395050,-168.322786,-0.533534,
15.565308,-18.611137,-44.523004,-49.021913,-5.335336,-34.154729,1.556531,-1.861114,-0.533534,93.970096,-216.112244,-0.736471,
4.820910,-21.794528,-107.443976,-31.833910,-7.364712,-20.293760,0.482091,-2.179453,-0.736471,-37.135450,-200.525421,-0.785398,
-7.779731,-16.702340,-126.006408,50.921877,-7.853982,-4.892701,-0.777973,-1.670234,-0.785398,-121.834145,-101.637628,5.563237,
-13.397260,-6.661341,-56.175293,100.409991,55.632371,634.863519,-1.339726,-0.666134,5.563237,-119.927666,-2.224194,-0.458149,
-11.914499,2.515146,14.827605,91.764871,-4.581489,-602.138594,-1.191450,0.251515,-0.458149,-107.735537,49.605864,0.000000,
-10.324404,6.362011,15.900958,38.468648,0.000000,45.814891,-1.032440,0.636201,0.000000,-92.267012,95.670559,0.000000,
-9.211106,9.053145,11.132978,26.911341,0.000000,0.000000,-0.921111,0.905315,0.000000,-90.048137,104.046627,0.000000,
-9.126384,10.484920,0.847213,14.317754,0.000000,0.000000,-0.912638,1.048492,0.000000,-88.401510,107.768692,0.000000,
-9.410466,11.498793,-2.840813,10.138723,0.000000,0.000000,-0.941047,1.149879,0.000000,-101.253790,125.093961,0.000000,
-9.966325,12.386943,-5.558589,8.881506,0.000000,0.000000,-0.996632,1.238694,0.000000,-96.172632,119.601062,0.052360,
-10.603310,13.070233,-6.369853,6.832897,0.523599,5.235988,-1.060331,1.307023,0.052360,-120.954466,141.244475,0.104720,
-11.940839,13.290756,-13.375294,2.205231,1.047198,5.235988,-1.194084,1.329076,0.104720,-124.955102,123.531499,0.095993,
-13.642605,12.880037,-17.017654,-4.107195,0.959931,-0.872665,-1.364260,1.288004,0.095993,-153.782775,127.470132,0.104720,
-15.556984,12.102453,-19.143789,-7.775835,1.047198,0.872665,-1.555698,1.210245,0.104720,-166.533801,112.690500,0.095993,
-17.408809,11.029644,-18.518249,-10.728089,0.959931,-0.872665,-1.740881,1.102964,0.095993,-179.535334,97.726869,0.095993,
-19.161142,9.701045,-17.523330,-13.285987,0.959931,-0.000000,-1.916114,0.970105,0.095993,-196.540412,83.743553,0.095993,
-20.847421,8.026503,-16.862796,-16.745422,0.959931,0.000000,-2.084742,0.802650,0.095993,-219.452929,72.518456,0.095993,
-22.304472,6.540083,-14.570509,-14.864200,0.959931,0.000000,-2.230447,0.654008,0.095993,-249.643927,51.993470,0.104720,
-23.797771,4.355339,-14.932988,-21.847439,1.047198,0.872665,-2.379777,0.435534,0.104720,-231.022463,24.628416,-6.187192,
-24.924951,2.196047,-11.271797,-21.592923,-61.871919,-629.191153,-2.492495,0.219605,-6.187192,-268.891087,2.862923,0.104720,
-25.932732,-0.424928,-10.077809,-26.209749,1.047198,629.191153,-2.593273,-0.042493,0.104720,-265.490281,-25.124346,0.095993,
-26.626150,-3.133177,-6.934187,-27.082495,0.959931,-0.872665,-2.662615,-0.313318,0.095993,-254.586157,-49.154894,0.087266,
-27.034597,-5.756081,-4.084470,-26.229031,0.872665,-0.872665,-2.703460,-0.575608,0.087266,-261.218534,-75.223265,0.087266,
-27.190302,-8.490765,-1.557048,-27.346846,0.872665,0.000000,-2.719030,-0.849077,0.087266,-271.761552,-104.491094,0.095993,
-27.106637,-11.284248,0.836648,-27.934829,0.959931,0.872665,-2.710664,-1.128425,0.095993,-274.129119,-137.795818,0.095993,
-26.652821,-14.305125,4.538164,-30.208771,0.959931,0.000000,-2.665282,-1.430513,0.095993,-260.264961,-162.851826,0.095993,
-25.893233,-17.241303,7.595881,-29.361778,0.959931,0.000000,-2.589323,-1.724130,0.095993,-246.845438,-188.809684,0.095993,
-24.778779,-20.159715,11.144535,-29.184115,0.959931,0.000000,-2.477878,-2.015972,0.095993,-246.444920,-229.783611,0.095993,
-23.236277,-23.176780,15.425024,-30.170648,0.959931,0.000000,-2.323628,-2.317678,0.095993,-231.470041,-262.479463,0.095993,
-21.480332,-25.988229,17.559448,-28.114493,0.959931,0.000000,-2.148033,-2.598823,0.095993,-182.529906,-250.371454,0.087266,
-19.515052,-28.422000,19.652796,-24.337713,0.872665,-0.872665,-1.951505,-2.842200,0.087266,-180.610543,-299.699739,0.095993,
-17.226184,-30.835240,22.888681,-24.132399,0.959931,0.872665,-1.722618,-3.083524,0.095993,-161.271538,-337.781150,0.104720,
-14.396328,-33.197835,28.298560,-23.625949,1.047198,0.872665,-1.439633,-3.319784,0.104720,-123.744753,-327.015476,0.095993,
-11.928852,-34.983333,24.674759,-17.854978,0.959931,-0.872665,-1.192885,-3.498333,0.095993,-94.333558,-379.448718,0.104720,
-8.336348,-36.871758,35.925044,-18.884252,1.047198,0.872665,-0.833635,-3.687176,0.104720,-53.841048,-370.750643,0.095993,
-4.757927,-38.291255,35.784209,-14.194964,0.959931,-0.872665,-0.475793,-3.829126,0.095993,-18.274647,-404.079532,0.104720,
